Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Document Type,Access Type,Source,EID
"Nachtigall W., Hanauer-Thieser U., Mörz M.","Flight of the honey bee VII: metabolic power versus flight speed relation",1995,"Journal of Comparative Physiology B","165","6",,"484","489",,18,10.1007/BF00261303,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029177493&doi=10.1007%2fBF00261303&partnerID=40&md5=c6f5039d01afffc64920e0c1a3d88450","Zoologisches Institut, Universität des Saarlandes, Saarbrücken, D-66041, Germany","Nachtigall, W., Zoologisches Institut, Universität des Saarlandes, Saarbrücken, D-66041, Germany; Hanauer-Thieser, U., Zoologisches Institut, Universität des Saarlandes, Saarbrücken, D-66041, Germany; Mörz, M., Zoologisches Institut, Universität des Saarlandes, Saarbrücken, D-66041, Germany","The existing experimental data on metabolic power Pm of honey bees are critically discussed, partly corrected for real flight conditions and plotted as a function of flight speed v. New wind tunnel measurements of tethered flight under near-natural conditions are added in the range 3.3&lt;v&lt;5.1 m·s-1, derived from exhaustion flight measurements. Within this small sector the latter measurements can be characterised by a linear correlation: Pm(mW)=6.72 v (m·s-1)+13.83, the slope of which is significantly different from zero. The over-all Pm(v) curve is significantly not a straight line of zero slope but a U-shaped minimum curve and may be approximated by a second-order polynom: Pm=49.2-8.9 v+1.5 v2. The same is true for relative metabolic power, Pm rel (e) related to ""empty"" body mass of 76.5 mg: Pm rel(e)=630.0-114.0 v+19.2 v2 (Pm in mW: Pm rel in mW·g-1; v in m·s-1). The data support the existence of a U-shaped power-versus-speed curve in bees. © 1995 Springer-Verlag.","Bee, Apis mellifera; Honey bee flight; Insect flight; Power-versus-speed relation",Article,,Scopus,2-s2.0-0029177493
"Kraus B., Hunt G.","Differentiation of Varroa jacobsoni Oud populations by random amplification of polymorphic DNA (RAPD)",1995,"Apidologie","26","4",,"283","290",,35,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028813899&partnerID=40&md5=ab70cec0d475d2bae44d87850bfd03b6","Department of Entomology, UC Davis, Davis, CA 95616, United States","Kraus, B., Department of Entomology, UC Davis, Davis, CA 95616, United States; Hunt, G., Department of Entomology, UC Davis, Davis, CA 95616, United States","Specimens of Varroa jacobsoni collected from Apis mellifera L colonies in California, Texas and Germany and specimens collected from A cerana Fab colonies in Malaysia were compared by means of random amplification of polymorphic DNA (RAPD). A high percentage of monomorphic bands indicated low genetic variability among and within populations of the parasite. It was not possible to distinguish mites collected in California and mites collected in Texas. Mites collected in the USA were distinguishable from mites collected in Germany by 3 specific markers. Mites collected from A mellifera in the USA and Germany were distinguishable from mites collected from A cerana in Malaysia by 27 and 24 specific markers. RAPD proved to be a valuable tool especially for further interpppulation studies of V jacobsoni. © 1995.","Apis cerana Fab; Apis mellifera L; geographical variability; RAPD marker genetic variability; Varroa jacobsoni Oud",Article,,Scopus,2-s2.0-0028813899
"Diniz-Filho J.A., Malaspina O.","Evolution and population structure of Africanized honey bees in Brazil: Evidence from spatial analysis of morphometric data",1995,"Evolution","49","6",,"1172","1179",,27,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028995911&partnerID=40&md5=849226d76bdf26f78d77c4e0c347e6fe","Univ.Fed.Goias,Dept Biol.Geral, Goias, 74001-970, Brazil","Diniz-Filho, J.A., Univ.Fed.Goias,Dept Biol.Geral, Goias, 74001-970, Brazil; Malaspina, O., Univ.Fed.Goias,Dept Biol.Geral, Goias, 74001-970, Brazil",[No abstract available],,Article,,Scopus,2-s2.0-0028995911
"Muiño M.F., Sancho M.T., Gándara J.S., Vidal J.C., Huidobro J.F., Lozano J.S.","Organochlorine pesticide residues in Galician (NG Spain) honeys",1995,"Apidologie","26","1",,"33","38",,14,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029158593&partnerID=40&md5=ced7f7d87a582396b4da116b1c6b9807","Area de Nutrición y Bromatologia, Facultad de Ciencia y Tecnología de los Alimentos, Universidad de Burgos, Plaza de Misael Bañuelos s/n, 09001 Burgos, Castilla y León, Spain; Area de Nutrición y Bromatología, Facultad de Ciencia y Tecnología de los Alimentos, Universidad de Vigo, Campus de Orense, Orense, Galicia, Spain; Area de Nutrición y Bromatología, Facultad de Farmacia, Universidad de Santiago, Santiago de Compostela, Galicia, Spain","Muiño, M.F., Area de Nutrición y Bromatologia, Facultad de Ciencia y Tecnología de los Alimentos, Universidad de Burgos, Plaza de Misael Bañuelos s/n, 09001 Burgos, Castilla y León, Spain; Sancho, M.T., Area de Nutrición y Bromatologia, Facultad de Ciencia y Tecnología de los Alimentos, Universidad de Burgos, Plaza de Misael Bañuelos s/n, 09001 Burgos, Castilla y León, Spain; Gándara, J.S., Area de Nutrición y Bromatología, Facultad de Ciencia y Tecnología de los Alimentos, Universidad de Vigo, Campus de Orense, Orense, Galicia, Spain; Vidal, J.C., Area de Nutrición y Bromatología, Facultad de Farmacia, Universidad de Santiago, Santiago de Compostela, Galicia, Spain; Huidobro, J.F., Area de Nutrición y Bromatología, Facultad de Farmacia, Universidad de Santiago, Santiago de Compostela, Galicia, Spain; Lozano, J.S., Area de Nutrición y Bromatología, Facultad de Farmacia, Universidad de Santiago, Santiago de Compostela, Galicia, Spain","Organochlorine pesticide residues were analyzed by capillary gas chromatography-electron capture detection (GC-ECD) on 101 Galician (NW Spain) honey samples. Of the 101 honey samples, 13 were free from detectable residues. The pesticides found were HCH (isomers other than lindane) present in 47 samples (trace to 161 μg/kg), lindane in 57 samples (trace to 59 μg/kg), heptachlor in 29 samples (trace to 57 μg/kg) aldrin in 36 samples (1 to 150 μg/kg), dieldrin in 9 samples (trace to 13 μg/kg), endrin in 1 sample (7 μg/kg), op'DDT in 7 samples (1 to 12 μg/kg), pp'DDT in 18 samples (1 to 61 μg/kg) and methoxychlor in 11 samples (19 to 593 μg/kg). © 1995.","honey / organochlorine pesticide / residue / Spain",Article,,Scopus,2-s2.0-0029158593
"Carpana E., Marocchi L., Gelmini L.","Evalution of the API 50CHB system for the identification and biochemical characterization of Bacillus larvae",1995,"Apidologie","26","1",,"11","16",,24,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029152463&partnerID=40&md5=13155d433cd9c2fe650913b7ade6c799","Istituto Nazionale di Apicoltura, I-40126 Bologna, Italy; Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia, I-42100 Reggio Emilia, Italy","Carpana, E., Istituto Nazionale di Apicoltura, I-40126 Bologna, Italy; Marocchi, L., Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia, I-42100 Reggio Emilia, Italy; Gelmini, L., Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia, I-42100 Reggio Emilia, Italy","We have evaluated the suitability of the API 50CHB system for the identification and biochemical characterization of Bacillus larvae White, the etiological agent of American foulbrood, an important disease of the honeybee. Twenty-nine strains of B larvae, isolated from outbreaks of American foulbrood in several geographic areas, were assayed with this system. All strains showed positive reaction (acid production) with ribose, d-glucose, d-mannose. N-acetylglucosamine, trehalose and d-tagatose. All but one showed positive reaction with glycerol; variable results were observed with salicine and 5-ketogluconate. Only one strain acidified d-fructose and galactose. © 1995.","Apis mellifera / American foulbrood / Bacillus larvae / diagnosis / API 50CHB system",Article,,Scopus,2-s2.0-0029152463
"Southwick E.E., Buchmann S.L.","Effects of horizon landmarks on homing success in honey bees",1995,"American Naturalist","146","4",,"748","764",,20,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029505010&partnerID=40&md5=d351585e3f9ef7f39d96272baf6a78b1","SUNY,Dept Biol., Brockport, NY 14420, United States","Southwick, E.E., SUNY,Dept Biol., Brockport, NY 14420, United States; Buchmann, S.L., SUNY,Dept Biol., Brockport, NY 14420, United States",[No abstract available],,Article,,Scopus,2-s2.0-0029505010
"Hanauer-Thieser U., Nachtigall W.","Flight of the honey bee VI: energetics of wind tunnel exhaustion flights at defined fuel content, speed adaptation and aerodynamics",1995,"Journal of Comparative Physiology B","165","6",,"471","483",,7,10.1007/BF00261302,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0343981941&doi=10.1007%2fBF00261302&partnerID=40&md5=f9cb3b4dd92bcfe18fd9271fae230045","Zoologisches Institut, Universität des Saarlandes, Saarbrücken, D-66041, Germany","Hanauer-Thieser, U., Zoologisches Institut, Universität des Saarlandes, Saarbrücken, D-66041, Germany; Nachtigall, W., Zoologisches Institut, Universität des Saarlandes, Saarbrücken, D-66041, Germany","To gain information on extended flight energetics, quasi-natural flight conditions imitating steady horizontal flight were set by combining the tetheredflight wind-tunnel method with the exhaustion-flight method. The bees were suspended from a two-component aerodynamic balance at different, near optimum body angle of attack α and were allowed to choose their own speed: their body mass and body weight was determined before and after a flight; their speed, lift, wingbeat frequency and total flight time were measured throughout a flight. These values were used to determine thrust, resultant aerodynamic force (magnitude and tilting angle), Reynolds number, total flight distance and total flight impulse. Flights in which lift was ≥ body weight were mostly obtained. Bees, flown to complete exhausion, were refed with 5, 10, 15 or 20 μl of a 1.28-mol·l-1 glucose solution (energy content w=18.5, 37.0, 55.5 or 74.0 J) and again flown to complete exhaustion at an ambient temperature of 25±1.5°C by a flight of known duration such that the calculation of absolute and relative metabolic power was possible. Mean body mass after exhaustion was 76.49±3.52 mg. During long term flights of 7.47-31.30 min similar changes in flight velocity, lift, thrust, aerodynamic force, wingbeat frequency and tilting angle took place, independent of the volume of feeding solution. After increasing rapidly within 15 s a more or less steady phase of 60-80% of total flight time, showing only a slight decrease, was followed by a steeper, more irregular decrease, finally reaching 0 within 20-30 s. In steady phases lift was nearly equal to resultant aerodynamic force; tilting angle was 79.8±4.0°, thrust to lift radio did not vary, thrust was 18.0±7.4% of lift, lift was somewhat higher/equal/lower than body mass in 61.3%, 16.1%, 22.6% of all totally analysable flights (n=31). The following parameters were varied as functions of volume of feeding solution (5-20 μl in steps of 5 μl) and energy content. (18.5-74.0 J in steps of 18.5 J): total flight time, velocity, total flight distance, mean lift, thrust, mean resultant aerodynamic force, tilting angle, total flight impulse, wingbeat frequency, metabolic power and metabolic power related to body mass, the latter related to ""empty"", ""full"" and ""mean"" (=100 mg) body mass. The following positive correlations were found: L=1.069·10-9f2.538; R=1.629·10-9f2.464; Pm=7.079·10-8f2.456; Pm=0.008 v+0.008; Pm=18.996 L+0.022; Pm=19.782 R+0.021; Pm=82.143 T+0.028; Pm=1.245·bmf1.424; Pmrel e=6.471·bmf1.040; β=83.248+0.385α. The following negative correlations were found: V=3.939-0.032α; T=1.324·10-4-0.038·10-4α. Statistically significant correlations were not found in T(f), L(α), R(α), f(α), Pm(bme), Pm rel e(bme), Pm rel f(bme), Pm rel f(bmf). © 1995 Springer-Verlag.","Aerodynamics Wind tunnel; Energetics; Honey bee, Apis mellifera; Insect flight",Article,,Scopus,2-s2.0-0343981941
"Kato M., Nagamasu H.","Dioecy in the endemic genus Dendrocacalia (Compositae) on the Bonin (Ogasawara) Islands",1995,"Journal of Plant Research","108","4",,"443","450",,23,10.1007/BF02344232,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-21344456667&doi=10.1007%2fBF02344232&partnerID=40&md5=f59a563a0048fff50436cd3f98e36367","Biological Laboratory, Yoshida College, Kyoto University, Kyoto, 606-01, Japan","Kato, M., Biological Laboratory, Yoshida College, Kyoto University, Kyoto, 606-01, Japan; Nagamasu, H., Biological Laboratory, Yoshida College, Kyoto University, Kyoto, 606-01, Japan","Dendrocacalia crepidifolia Nakai (Compositae, Senecioneae), the only species of this arboreal genus endemic to Haha Island in the Bonin Islands, was found to be dioecious. Male flowers differ from female ones in having a stunted style (style in female exserted from corolla and deeply bifurcating) and anthers filled with fertile pollen (anthers in the female lacking pollen). The size of the corolla and number of florets per head were similar between male and female flowers. The crown area of this arboreal species was also similar in male and female plants. The sex ratio was 0.55 male, not significantly different from 0.5. Both sexes produced nectar of similar sugar concentration (ca. 50%). The flowers are pollinated by feral honeybees (Apis mellifera), but they are thought to have been pollinated by small, lesshairy, endemic solitary bees before honeybees were introduced and subsequently became the dominant bee species on the island. The evolution of dioecy of Dendrocacalia on the island is thought to stem from the deleterious effects of inbreeding that are inherent in plants with geitonogamy. The increased geitonogamy on the island has resulted from increased woodiness (i.e., increased number of flowers per plant) and the original dependence on endemic bee pollinators, which are now endangered. © 1995 Botanical Society of Japan.","Bonin Islands; Compositae; Dendrocacalia; Dioecy; Feral honeybee",Article,,Scopus,2-s2.0-21344456667
"Martins J.C., Van De Ven F.J.M., Borremans F.A.M.","Determination of the three-dimensional solution structure of scyllatoxin by 1H nuclear magnetic resonance",1995,"Journal of Molecular Biology","253","4",,"590","603",,31,10.1006/jmbi.1995.0575,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028811207&doi=10.1006%2fjmbi.1995.0575&partnerID=40&md5=a090189d8892974dd7698c5fa1a09ffe","Vakgebied Biomoleculaire NMR, Vakgroep Organische Chemie, Universiteit Gent, Krijgslaan 281, S4bis, B-9000 Gent, Belgium; Departement Biofysische Chemie, NSR Centre, Universiteit Nijmegen, Toernooiveld, 6525 ED Nijmegen, Netherlands; High Resolution NMR Centre (HNMR), Vrije Universiteit Brussel, Pleinlaan 2, B-1050 Brussels, Belgium","Martins, J.C., Vakgebied Biomoleculaire NMR, Vakgroep Organische Chemie, Universiteit Gent, Krijgslaan 281, S4bis, B-9000 Gent, Belgium, High Resolution NMR Centre (HNMR), Vrije Universiteit Brussel, Pleinlaan 2, B-1050 Brussels, Belgium; Van De Ven, F.J.M., Departement Biofysische Chemie, NSR Centre, Universiteit Nijmegen, Toernooiveld, 6525 ED Nijmegen, Netherlands; Borremans, F.A.M., Vakgebied Biomoleculaire NMR, Vakgroep Organische Chemie, Universiteit Gent, Krijgslaan 281, S4bis, B-9000 Gent, Belgium","The three-dimensional solution structure of Scyllatoxin (leiurotoxin I) a venom peptide from the scorpion Leiurus quinquestriatus hebraeus was determined at 1 Å resolution by homonuclear proton n.m.r. methods at 500 MHz. Data analysis and structure calculation followed conventional protocols inherent to DIANA and related programs with two exceptions. First, distance constraints were obtained from two-dimensional nuclear Overhauser spectra by a previously described partial relaxation matrix approach. Second, since the pairing pattern of the six cysteine residues was not established a priori, the unequivocal assignment of the disulfide bridges was achieved exclusively from the n.m.r. data by a statistical analysis of preliminary DIANA structures. In the final calculation we used 227 upper distance constraints, 67 torsional constraints from vicinal coupling constants and ten stereospecific assignments of β-methylene protons. Scyllatoxin folds into a compact ellipsoidal shape. An α-helix (defined with 0.24 Å resolution) spanning 2.5 turns from Leu5 till Ser14 is stabilized by Cys8-Cys26 and Cys12-Cys28 disulfide bridges to the carboxy-terminal strand of an antiparallel β-sheet. The antiparallel β-sheet (defined at 0.66 Å resolution) extends from Leu18 to Val29 with a tight turn at Gly23-Asp24 and displays a right-handed twist. Scyllatoxin competes with the toxins apamin from Apis mellifera mellifera and P05 from Androctonus mauretanicus mauretanicus for the same or similar high conductance calcium-activated potassium channels. Consideration of presently known biological activities and three-dimensional structures of these toxins suggest a different toxin-receptor interaction of scyllatoxin as compared to apamin and P05. © 1995 Academic Press Limited.","Apamin; Ca2+-activated K+ channel; Disulfide bridges; P05; Scyllatoxin",Article,,Scopus,2-s2.0-0028811207
"Oldroyd B.P., Smolenski A.J., Cornuet J.-M., Wongsiri S., Estoup A., Rinderer T.E., Crozier R.H.","Levels of polyandry and intracolonial genetic relationships in Apis florea",1995,"Behavioral Ecology and Sociobiology","37","5",,"329","335",,44,10.1007/BF00174137,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028995353&doi=10.1007%2fBF00174137&partnerID=40&md5=2c179d0207027b96db9a757b96003841","School of Genetics and Human Variation, La Trobe University, Bundoora, 3083, Victoria, Australia; Laboratoire de Neurobiologie Comparée des Invertébrés, INRA-CNRS, URA 1190, Bures-sur-Yvette, 91440, France; Bee Biology Research Unit, Faculty of Science, Chulalongkorn University, Bangkok, 10330, Thailand; Laboratoire de Populations, Génétique et Evolution, CNRS, Gif-sur-Yvette, 91198, France; Honey-Bee Breeding, Genetics and Physiology Research Laboratory, USDA-ARS, 1157 Ben Hur Road, Baton Rouge, 70820, LA, United States","Oldroyd, B.P., School of Genetics and Human Variation, La Trobe University, Bundoora, 3083, Victoria, Australia; Smolenski, A.J., School of Genetics and Human Variation, La Trobe University, Bundoora, 3083, Victoria, Australia; Cornuet, J.-M., School of Genetics and Human Variation, La Trobe University, Bundoora, 3083, Victoria, Australia, Laboratoire de Neurobiologie Comparée des Invertébrés, INRA-CNRS, URA 1190, Bures-sur-Yvette, 91440, France; Wongsiri, S., Bee Biology Research Unit, Faculty of Science, Chulalongkorn University, Bangkok, 10330, Thailand; Estoup, A., Laboratoire de Populations, Génétique et Evolution, CNRS, Gif-sur-Yvette, 91198, France; Rinderer, T.E., Honey-Bee Breeding, Genetics and Physiology Research Laboratory, USDA-ARS, 1157 Ben Hur Road, Baton Rouge, 70820, LA, United States; Crozier, R.H., School of Genetics and Human Variation, La Trobe University, Bundoora, 3083, Victoria, Australia","DNA was extracted from worker and drone pupae of each of five colonies of the dwarf honey bee Apis florea. Polymerase chain reactions (PCR) were conducted on DNA extracts using five sets of primers known to amplify microsatellite loci in A. mellifera. Based on microsatellite allele distributions, queens of the five colonies mated with at least 5-14 drones. This is up to 3 times previous maximum estimates obtained from sperm counts. The discrepancy between sperm count and microsatellite estimates of the number of matings in A. florea suggests that despite direct injection of semen into the spermatheacal duct, either A. florea drones inject only a small proportion of their semen, or queens are able to rapidly expel excess semen after mating. A model of sexual selection (first proposed by Koeniger and Koeniger) is discussed in which males attempt to gain reproductive dominance by increasing ejaculate volume and direct injection of spermatozoa into the spermatheca, while queens attempt to maintain polyandry by retaining only a small fraction of each male's ejaculate. It is shown, at least in this limited sample, that the effective number of matings is lower in A. florea than in A. mellifera. © 1995 Springer-Verlag.","Apis; Microsatellite; Multiple mating; Polyandry; Relatedness",Article,,Scopus,2-s2.0-0028995353
"Jakobsen H.B., Kristjánsson K., Rohde B., Terkildsen M., Olsen C.E.","Can social bees be influenced to choose a specific feeding station by adding the scent of the station to the hive air?",1995,"Journal of Chemical Ecology","21","11",,"1635","1648",,21,10.1007/BF02033666,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029186433&doi=10.1007%2fBF02033666&partnerID=40&md5=0190a8cc698177db91285cda9926230b","Department of Plant Biology, Plant Physiology and Anatomy Laboratory, The Royal Veterinary and Agricultural University, Thorvaldsensvej 40, Frederiksberg C., 1871, Denmark; Department of Agricultural Sciences, The Royal Veterinary and Agricultural University, Thorvaldsensvej 40, Frederiksberg C., 1871, Denmark; Department of Chemistry, The Royal Veterinary and Agricultural University, Thorvaldsensvej 40, Frederiksberg C., 1871, Denmark","Jakobsen, H.B., Department of Plant Biology, Plant Physiology and Anatomy Laboratory, The Royal Veterinary and Agricultural University, Thorvaldsensvej 40, Frederiksberg C., 1871, Denmark; Kristjánsson, K., Department of Agricultural Sciences, The Royal Veterinary and Agricultural University, Thorvaldsensvej 40, Frederiksberg C., 1871, Denmark; Rohde, B., Department of Agricultural Sciences, The Royal Veterinary and Agricultural University, Thorvaldsensvej 40, Frederiksberg C., 1871, Denmark; Terkildsen, M., Department of Agricultural Sciences, The Royal Veterinary and Agricultural University, Thorvaldsensvej 40, Frederiksberg C., 1871, Denmark; Olsen, C.E., Department of Chemistry, The Royal Veterinary and Agricultural University, Thorvaldsensvej 40, Frederiksberg C., 1871, Denmark","The behavioral response of honeybees (Apis mellifera L.) and bumblebees (Bombus terrestris L.) to the flower volatiles 2-ethyl-1-hexanol and myrcene isolated in situ from white clover (Trifolium repens L.) and oil seed rape (Brassica napus oleifera), respectively, were investigated on a rotating arena with 12 visually identical, but differently scented, feeding stations. When locating a feeding station, neutral in both shape and color, foragers used scent as orientation cue. Introduction of 2-ethyl-1-hexanol to the honeybee hives induced significantly more visits to sites containing this compound. In contrast, introduction of myrcene to the hives did not influence the foraging choices of honeybees significantly. No effect of hive scent composition on the choices made by bumblebees could be detected. ""Experienced"" bumble bees, i.e., bees with more than five visits to the feeding stations, tended to visit a particular position on the arena without discriminating between the two volatiles. In contrast, honeybees showed no positioning behavior on the arena, using primarily odoriferous stimuli. The observed influences of addition of scents to the hives are discussed in relation to the general knowledge on foraging behavior of social bees and the emission of volatiles from leaves and flowers. © 1995 Plenum Publishing Corporation.","Apis mellifera; Bombus terrestris; bumblebee; floral scent; foraging behavior; foraging choices; hive scent; honeybee; positioning; scent orientation",Article,,Scopus,2-s2.0-0029186433
"Moore D., Angel J.E., Cheeseman I.M., Robinson G.E., Fahrbach S.E.","A highly specialized social grooming honey bee (Hymenoptera: Apidae)",1995,"Journal of Insect Behavior","8","6",,"855","861",,17,10.1007/BF02009512,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029188057&doi=10.1007%2fBF02009512&partnerID=40&md5=4add7520da620e8aec9d7bc2aef399c4","Department of Biological Sciences, East Tennessee State University, Johnson City, 37614-0703, Tennessee, United States; Department of Entomology, University of Illinois, Urbana, 61801, Illinois, United States","Moore, D., Department of Biological Sciences, East Tennessee State University, Johnson City, 37614-0703, Tennessee, United States; Angel, J.E., Department of Entomology, University of Illinois, Urbana, 61801, Illinois, United States; Cheeseman, I.M., Department of Entomology, University of Illinois, Urbana, 61801, Illinois, United States; Robinson, G.E., Department of Entomology, University of Illinois, Urbana, 61801, Illinois, United States; Fahrbach, S.E., Department of Entomology, University of Illinois, Urbana, 61801, Illinois, United States",[No abstract available],"Apis mellifera; division of labor; honey bee; social grooming; task specialization; temporal polyethism",Article,,Scopus,2-s2.0-0029188057
"Saravelos S.G., Tsacopoulos M.","Iodoacetate inhibits the biosynthesis of alanine in glial cells and its utilization in photoreceptors of the honeybee drone (Apis mellifera) retina",1995,"Journal of Comparative Physiology B","165","5",,"341","347",,3,10.1007/BF00387304,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028795707&doi=10.1007%2fBF00387304&partnerID=40&md5=814112584dfc0743850e10fcd19a57a8","Experimental Ophthalmology Laboratory, University of Geneva, School of Medicine, Geneva 4, CH-1211, Switzerland; Experimental Ophthalmology Laboratory, Centre Médica Universitaire, 1, rue Michel-Servet, Geneva 4, CH-1211, Switzerland","Saravelos, S.G., Experimental Ophthalmology Laboratory, University of Geneva, School of Medicine, Geneva 4, CH-1211, Switzerland; Tsacopoulos, M., Experimental Ophthalmology Laboratory, University of Geneva, School of Medicine, Geneva 4, CH-1211, Switzerland, Experimental Ophthalmology Laboratory, Centre Médica Universitaire, 1, rue Michel-Servet, Geneva 4, CH-1211, Switzerland","The aim of this work was to study the effects of iodoacetate on the metabolism of the honeybee drone retina. In the superfused retina, iodoacetate only at high concentration (3 mmol·1-1) causes a 77% decrease in the O2 consumption induced by a flash of light. Chromatographic analysis showed that 3 mmol·1-1 iodoacetate strongly inhibited glycolysis in the retinal glial cells and consequently suppressed the biosynthesis of alanine, which is the fuel transferred from the glia to the photoreceptors. However, the synthesis of 14C-alanine from [1-14C]-pyruvate was not affected by iodoacetate. It was therefore surprising to find that superfusion of the retina with 10 mmol·1-1 pyruvate had no protective effect on the decrease in O2 consumption, and that the 14CO2 production from [1-14C]-pyruvate was inhibited 60% by iodoacetate. Also, no protection from the effect of iodoacetate was obtained by adding 10 and 20 mmol·1-1 alanine in the superfusate, even though the transport of 14C-alanine in the photoreceptor cells was not significantly affected by 3 mmol·1-1 iodoacetate. However, exposure to iodoacetate strongly inhibited the production of 14C-glutamate from 14C-alanine. In contrast, the transformation of 14C-proline to 14C-glutamate was not affected by iodoacetate. Indeed, in the presence of iodoacetate, photostimulation caused a decrease in the total concentration of proline and glutamate. It appears therefore that 3 mmol·1-1 iodoacetate inhibits not only glycolysis and, consecutively, the formation of alanine, but also its use in the photoreceptors. Possibly a large intracellular store of proline, whose mitochondrial use was not affected, contributed in slowing down the inhibition of O2-consumption by iodoacetate. © 1995 Springer-Verlag.","Alanine; Drone retina; Glycolysis; Iodoacetate; Photoreceptors",Article,,Scopus,2-s2.0-0028795707
